google_trends_df (1)
,Leading Indicators,PMI,Jobless Claims,GDP,multiTimeline (11),Impeachment,Catastrophe,Natural disaster,Inflation,multiTimeline (17),Market crash,Covid,virus,Pandemic,vaccination,Delta,Covid_mutation,FED,Tapering,Liquidity,Banking,Correction of market,coup,Debt ceiling,retail_spending,Consumer spending,Consumer,Earnings,Economic contraction,Depression,Shock,Monetary polie,VIX
2011-10,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Category: Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Month,,,,,,,,,inflation: (United States),,,,,,,,,,,,,,,,,,,,,,,,
2004-01,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,
2004-02,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,
2004-03,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,
2004-04,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,
2004-05,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,
2004-06,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2004-07,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
2004-08,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,
2004-09,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
2004-10,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,
2004-11,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
2004-12,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,
2005-01,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,
2005-02,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,
2005-03,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,
2005-04,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,
2005-05,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
2005-06,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,
2005-07,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,
2005-08,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,
2005-09,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
2005-10,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,
2005-11,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,
2005-12,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,
2006-01,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,
2006-02,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,
2006-03,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,
2006-04,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,
2006-05,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,
2006-06,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
2006-08,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
2006-09,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2006-10,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,
2006-11,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,
2006-12,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,
2007-01,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,
2007-02,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,
2007-03,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,
2007-04,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,
2007-05,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,
2007-06,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,
2007-07,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,
2007-09,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,
2007-10,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,
2007-11,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,
2007-12,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,
2008-01,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,
2008-02,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,
2008-03,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,
2008-04,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,
2008-05,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,
2008-06,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,
2008-07,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,
2008-08,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,
2008-10,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,
2008-11,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,
2008-12,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,
2009-01,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,
2009-02,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,
2009-03,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,
2009-04,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,
2009-05,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,
2009-06,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,
2009-07,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,
2009-08,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,
2009-09,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,
2009-11,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,
2009-12,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
2010-01,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,
2010-02,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,
2010-03,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
2010-04,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,
2010-05,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,
2010-06,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,
2010-07,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,
2010-08,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,
2010-09,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,
2010-10,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,
2010-12,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,
2011-01,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,
2011-02,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,
2011-03,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,
2011-04,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,
2011-05,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,
2011-06,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,
2011-07,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,
2011-08,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,
2011-09,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2011-10,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,
2011-11,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,
2012-01,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,
2012-02,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,
2012-03,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,
2012-04,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
2012-05,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
2012-06,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,
2012-07,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,
2012-08,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,
2012-09,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,
2012-10,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,
2012-11,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,
2012-12,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,
2013-01,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,
2013-02,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
2013-03,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2013-04,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,
2013-05,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,
2013-06,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,
2013-07,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,
2013-08,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,
2013-09,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,
2013-10,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
2013-11,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,
2013-12,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,
2014-01,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
2014-02,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,
2014-03,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,
2014-04,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
2014-05,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,
2014-06,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,
2014-07,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,
2014-08,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,
2014-09,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,
2014-10,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2014-11,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2014-12,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,
2015-01,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,
2015-02,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,
2015-03,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,
2015-04,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,
2015-05,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
2015-06,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,
2015-07,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,
2015-08,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,
2015-09,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,
2015-10,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,
2015-11,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
2015-12,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2016-01,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,
2016-02,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,
2016-03,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,
2016-04,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2016-05,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,
2016-06,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,
2016-07,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,
2016-08,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,
2016-09,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,
2016-10,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,
2016-11,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,
2016-12,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,
2017-01,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,
2017-02,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,
2017-03,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
2017-04,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,
2017-05,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,
2017-06,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,
2017-07,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,
2017-08,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,
2017-09,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,
2017-10,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,
2017-11,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,
2017-12,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,
2018-01,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,
2018-02,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,
2018-03,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,
2018-04,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2018-05,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,
2018-06,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,
2018-07,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,
2018-08,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,
2018-09,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2018-10,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,
2018-11,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,
2018-12,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2019-01,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2019-02,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2019-03,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,
2019-04,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,
2019-05,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,
2019-06,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,
2019-07,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,
2019-08,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,
2019-09,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,
2019-10,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,
2019-11,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,
2020-05,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2020-06,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,
2020-07,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,
2020-08,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2020-09,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,
2020-10,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,
2020-11,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,
2020-12,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,
2021-01,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,
2021-02,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,
2021-03,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,
2021-04,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,
2021-05,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,
2021-06,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,
2021-07,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,
2021-08,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,
2021-09,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,
2021-10,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,
Category: Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Month,,,,,,,,,inflation: (United States),,,,,,,,,,,,,,,,,,,,,,,,
2004-01,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,
2004-02,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,
2004-03,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,
2004-04,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,
2004-05,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,
2004-06,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,
2004-07,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
2004-08,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,
2004-09,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
2004-10,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,
2004-11,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,
2004-12,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,
